bmUnit,total_actions,active_days,first_action,last_action,bid_actions,avg_bid_price,total_bid_mw,offer_actions,avg_offer_price,total_offer_mw,max_capacity_mw,avg_action_size_mw,estimated_revenue_gbp,is_vlp
T_GRIFW-2,64416,353,2024-11-10,2025-10-28,32204,100.0,0,32204,500.0,0,1000,0.0,0.0,True
T_CARR-2,128838,353,2024-11-10,2025-10-28,123144,69.09434410121492,0,128838,121.7371714866732,0,430,0.0,0.0,True
E_BURWB-1,97288,353,2024-11-10,2025-10-28,61205,52.601693325708695,0,77869,149.53365960780286,0,988,0.0,0.0,True
T_GRIFW-1,64416,353,2024-11-10,2025-10-28,32204,100.0,0,32204,500.0,0,1000,0.0,0.0,True
E_WHTBB-1,16436,88,2025-07-23,2025-10-28,0,,,0,,,0,0.0,0.0,False
V__MCEND001,64416,353,2024-11-10,2025-10-28,24899,63.7548279047351,0,26184,84.02603994805985,0,99,0.0,0.0,True
E_LITRB-1,171597,353,2024-11-10,2025-10-28,96767,93.74195655543731,0,100829,127.98806603258981,0,100,0.0,0.0,True
E_GRCRB-1,16875,58,2025-09-01,2025-10-28,5443,51.65407312144037,0,6249,121.97351256200993,0,9999,0.0,0.0,False
T_DOREW-2,64416,353,2024-11-10,2025-10-28,4548,31.187220756376433,0,64256,500.0,0,114,0.0,0.0,True
E_BRIDGWTR,64416,353,2024-11-10,2025-10-28,63480,79.07589792060492,0,64416,172.20917163437653,0,10,0.0,0.0,True
E_ABERDARE,64416,353,2024-11-10,2025-10-28,63556,83.67140789225262,0,64416,180.70165797317435,0,16,0.0,0.0,True
T_LARKB-1,132560,353,2024-11-10,2025-10-28,79885,53.91277874444514,0,121599,137.65665868962728,0,99,0.0,0.0,True
E_HAWKB-1,114672,353,2024-11-10,2025-10-28,92668,96.89115422799675,0,96357,134.10582521249123,0,40,0.0,0.0,True
E_CUPAB-1,64416,353,2024-11-10,2025-10-28,32968,26.8959578985683,0,30800,111.55452337662334,0,40,0.0,0.0,True
T_MYGPW-1,64416,353,2024-11-10,2025-10-28,0,,,9406,10.0,0,25,0.0,0.0,False
E_DOLLB-1,128832,353,2024-11-10,2025-10-28,103068,65.69200624830216,0,123470,125.43722628978696,0,99,0.0,0.0,False
E_TOLLB-1,170366,353,2024-11-10,2025-10-28,95055,105.39365062332332,0,112943,152.93788964344841,0,98,0.0,0.0,False
T_AFTOW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,50,0.0,0.0,False
E_CHAPB-1,113405,353,2024-11-10,2025-10-28,90639,108.40600094881898,0,94239,147.26818960303066,0,99,0.0,0.0,True
E_SHOS-1,161040,353,2024-11-10,2025-10-28,128786,61.680732998928505,0,161040,126.50545460755092,0,485,0.0,0.0,False
E_BABAW-1,64416,353,2024-11-10,2025-10-28,0,,,64416,76.03930700447087,0,53,0.0,0.0,True
T_LNCSW-1,64416,353,2024-11-10,2025-10-28,32208,100.0,0,0,,,150,0.0,0.0,True
E_ASLVW-1,64416,353,2024-11-10,2025-10-28,0,,,32208,60.0,0,25,0.0,0.0,True
T_STRNW-1,64416,353,2024-11-10,2025-10-28,32196,100.0,0,32196,500.0,0,200,0.0,0.0,False
T_KENNW-1,64416,353,2024-11-10,2025-10-28,17624,100.0,0,0,,,62,0.0,0.0,False
E_ROOSB-1,64416,353,2024-11-10,2025-10-28,56501,77.90349073467732,0,58395,96.06572343522564,0,98,0.0,0.0,False
T_SOKYW-1,64416,353,2024-11-10,2025-10-28,0,,,37893,162.62726624970298,0,235,0.0,0.0,False
E_CRGTW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,5,0.0,0.0,False
T_BEINW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,108,0.0,0.0,False
T_LAGA-1,96801,353,2024-11-10,2025-10-28,75236,72.12525466531986,0,96799,129.803070073038,0,1000,0.0,0.0,True
T_CRGHW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,46,0.0,0.0,True
E_ASHWW-1,64416,353,2024-11-10,2025-10-28,0,,,64416,92.77254905613518,0,35,0.0,0.0,True
E_PILLB-1,106602,353,2024-11-10,2025-10-28,78428,75.41658693323818,0,88061,136.3112560611396,0,100,0.0,0.0,True
T_DOREW-1,64416,353,2024-11-10,2025-10-28,4548,31.18722075637644,0,64256,500.0,0,114,0.0,0.0,True
T_SHBA-2,98891,353,2024-11-10,2025-10-28,87704,57.97886208154704,0,97991,118.68948505474991,0,1000,0.0,0.0,True
E_TLYMW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,15,0.0,0.0,False
T_LKSDB-1,123298,353,2024-11-10,2025-10-28,41438,55.29861865920168,0,51516,130.4690632036649,0,200,0.0,0.0,False
E_STALB-1,29204,154,2025-05-28,2025-10-28,0,,,0,,,0,0.0,0.0,False
I_IBD-GRMC1,57504,317,2024-12-16,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_ACHRW-1,64416,353,2024-11-10,2025-10-28,0,,,40324,999.0,0,42,0.0,0.0,False
T_FSDLW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,22,0.0,0.0,False
E_SKELB-1,126535,353,2024-11-10,2025-10-28,91093,94.65547890617276,0,94411,131.90135683341995,0,100,0.0,0.0,True
T_BREDB-1,73094,343,2024-11-20,2025-10-28,11137,47.25175720571069,0,17154,132.74074268392215,0,100,0.0,0.0,True
T_FERRB-2,60823,334,2024-11-29,2025-10-28,66,65.66666666666666,0,77,86.42857142857144,0,500,0.0,0.0,True
E_BHOLB-1,118794,353,2024-11-10,2025-10-28,87605,93.91499937218192,0,91383,138.3241001061466,0,14,0.0,0.0,True
T_KTHRS-2,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_KYPEW-1,64416,353,2024-11-10,2025-10-28,0,,,34328,999.0,0,67,0.0,0.0,False
T_KPMRW-1,64416,353,2024-11-10,2025-10-28,32260,99.88501053936763,0,76,27.932105263157897,0,90,0.0,0.0,True
E_PILLB-2,107425,353,2024-11-10,2025-10-28,79218,79.70407319043649,0,88012,139.50913954915268,0,98,0.0,0.0,True
T_RICHB-1,84303,353,2024-11-10,2025-10-28,67426,48.40553629163826,0,80442,138.4348566669153,0,147,0.0,0.0,True
E_THMRB-1,116469,353,2024-11-10,2025-10-28,92353,97.67245850161879,0,96350,134.9109521536066,0,99,0.0,0.0,True
T_SUNDB-1,131685,353,2024-11-10,2025-10-28,83834,54.0057356203927,0,120692,130.7055310211116,0,98,0.0,0.0,True
T_MIDMW-1,64416,353,2024-11-10,2025-10-28,32260,99.88501053936768,0,76,27.932105263157897,0,51,0.0,0.0,True
T_COUWW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,20,0.0,0.0,False
T_NOKYW-1,42636,224,2025-03-19,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_ROCK-1,100186,353,2024-11-10,2025-10-28,99326,47.641177838632366,0,100186,106.95081827800294,0,800,0.0,0.0,False
E_BRYBW-1,64416,353,2024-11-10,2025-10-28,0,,,64416,79.32252856433182,0,66,0.0,0.0,True
T_FALGW-1,64416,353,2024-11-10,2025-10-28,0,,,12738,999.0,0,144,0.0,0.0,False
T_NOKYW-2,42636,224,2025-03-19,2025-10-28,0,,,0,,,0,0.0,0.0,True
I_ING-RISQ1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_PNYCB-1,80208,353,2024-11-10,2025-10-28,54362,58.072172105514895,0,67401,154.41725152445807,0,44,0.0,0.0,True
T_TWSHW-1,64416,353,2024-11-10,2025-10-28,0,,,64416,999.0,0,38,0.0,0.0,False
T_LRDSC-2,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
E_BARNB-1,97910,353,2024-11-10,2025-10-28,65673,53.01312853075081,0,80874,133.1644939040977,0,988,0.0,0.0,True
E_PIBUW-1,64416,353,2024-11-10,2025-10-28,0,,,64416,999.0,0,50,0.0,0.0,True
T_WBURB-41,140057,353,2024-11-10,2025-10-28,59464,37.02782137091352,0,132364,197.85706899156853,0,60,0.0,0.0,True
E_CLAYB-1,111784,353,2024-11-10,2025-10-28,90128,110.91343677880346,0,94194,148.30795018790994,0,100,0.0,0.0,True
T_COSO-1,105272,353,2024-11-10,2025-10-28,84132,60.28380425997246,0,105272,122.6361403792082,0,850,0.0,0.0,False
T_KTHRS-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_WDNSO-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,191,0.0,0.0,True
E_GFLDW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,False
2__FBPGM002,84440,353,2024-11-10,2025-10-28,62290,58.653387863220416,0,70502,121.18160945788772,0,98,0.0,0.0,True
E_BROXB-1,29204,154,2025-05-28,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_BLPFB-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_CREAW-1,78766,353,2024-11-10,2025-10-28,0,,,69982,158.74482009659621,0,92,0.0,0.0,False
T_LIMKW-1,64416,353,2024-11-10,2025-10-28,0,,,35652,999.0,0,106,0.0,0.0,False
E_ROARB-1,121984,353,2024-11-10,2025-10-28,96703,94.54088828681627,0,100684,129.25812234317272,0,100,0.0,0.0,True
T_SAKNW-1,64416,353,2024-11-10,2025-10-28,0,,,32208,150.0,0,86,0.0,0.0,False
E_ABRTW-1,64416,353,2024-11-10,2025-10-28,0,,,32208,60.0,0,36,0.0,0.0,True
T_BURWS-1,64416,353,2024-11-10,2025-10-28,0,,,9744,999.0,0,50,0.0,0.0,True
T_RICHB-2,84599,353,2024-11-10,2025-10-28,69103,47.777204028768644,0,81852,140.80117480330358,0,200,0.0,0.0,True
E_GYAR-1,96501,353,2024-11-10,2025-10-28,64293,64.42498779027265,0,96501,130.07478678977418,0,420,0.0,0.0,True
T_HMGTO-2,64416,353,2024-11-10,2025-10-28,0,,,32208,8000.0,0,111,0.0,0.0,True
E_BURGH-1,64416,353,2024-11-10,2025-10-28,64326,158.24386717656947,0,64416,280.8629533035271,0,50,0.0,0.0,True
2__FBPGM001,87090,353,2024-11-10,2025-10-28,73616,59.14650483590525,0,82964,118.97890820114758,0,66,0.0,0.0,True
T_LRDSC-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
T_NLSTB-1,81680,353,2024-11-10,2025-10-28,22024,59.9562618053033,0,33778,88.80168423234058,0,50,0.0,0.0,True
E_NEWTB-1,69578,353,2024-11-10,2025-10-28,7869,49.51018935061635,0,46612,419.3483171715441,0,99,0.0,0.0,True
T_HMGTO-1,64416,353,2024-11-10,2025-10-28,0,,,32208,8000.0,0,108,0.0,0.0,True
T_BDCHW-1,64416,353,2024-11-10,2025-10-28,392,44.818826530612235,0,33675,7652.525691165557,0,26,0.0,0.0,True
E_ILMEB-1,136552,353,2024-11-10,2025-10-28,96258,104.7795863200981,0,100794,143.16591850705402,0,99,0.0,0.0,True
T_SPLN-1,134025,353,2024-11-10,2025-10-28,131815,66.0480578082919,0,134012,127.60400180580845,0,880,0.0,0.0,False
E_SHILB-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,True
E_ARNKB-2,93090,353,2024-11-10,2025-10-28,37001,206.7012891543471,0,38218,210.10740174786767,0,20,0.0,0.0,True
T_WDRGW-1,64416,353,2024-11-10,2025-10-28,0,,,59480,999.0,0,43,0.0,0.0,False
E_CLAYB-2,106865,353,2024-11-10,2025-10-28,84291,161.96072202251733,0,88432,196.24746415324762,0,100,0.0,0.0,True
T_WHLWB-1,96933,353,2024-11-10,2025-10-28,61113,1806.1660373406637,0,61120,1805.8535188154447,0,500,0.0,0.0,False
T_DALQW-1,64416,353,2024-11-10,2025-10-28,0,,,0,,,42,0.0,0.0,True
T_WISHB-1,65573,353,2024-11-10,2025-10-28,55021,81.97373221133752,0,56123,98.22629421092955,0,100,0.0,0.0,False
T_FERRB-1,60768,334,2024-11-29,2025-10-28,0,,,0,,,500,0.0,0.0,True
T_WDNSO-2,64416,353,2024-11-10,2025-10-28,0,,,0,,,191,0.0,0.0,True
I_IBG-PETC1,64416,353,2024-11-10,2025-10-28,0,,,0,,,0,0.0,0.0,False
E_ARBRB-1,64416,353,2024-11-10,2025-10-28,41162,27.836215927311596,0,29984,118.68409218249737,0,35,0.0,0.0,True
T_NURSB-1,144192,353,2024-11-10,2025-10-28,75133,50.01796973367229,0,134264,155.78105620270517,0,98,0.0,0.0,True
E_JAMBB-1,118908,353,2024-11-10,2025-10-28,87861,89.53622972649988,0,92004,126.65446926220598,0,60,0.0,0.0,True
E_CORB-1,69847,353,2024-11-10,2025-10-28,63997,145.0942794193478,0,69847,366.7722020988733,0,800,0.0,0.0,False
